id;name;completion_date;creation_date;important_to;user_id;glossary_of_purposes_id;is_checked;organisation_structure_id
16;Niezapewnienie przez pracodawcę warunków pracy zgodnych ze standardami (np. temperatura pomieszczeń) spowoduje spadek koncentracji, co może skutkować wzrostem liczby pomyłek;2017-12-04;2018-12-04;2017-12-04;14;18;true;null
17;Z powodu niedoskonałości Systemu Rejestrów Państwowych istnieje możliwość uzyskania niepełnych/nieaktualnych danych, co powoduje zwiększenie nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;19;true;null
18;Odmiejscowienie zadań powoduje zwiększenie liczby zdarzeń, co skutkuje utrudnieniem w określeniu przewidywanego nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;19;true;null
19;Z powodu błędu pracownika konieczność sprostowania aktu;2017-12-04;2018-12-04;2017-12-04;14;19;true;null
20;Z powodu błędnych danych lub braków danych w bazie wystawienie dokumentu obciążonego błędami;2017-12-04;2018-12-04;2017-12-04;14;19;true;null
21;Z powodu braku przeniesienia danych pomiędzy bazą lokalną a BUSC-em konieczność ręcznego wprowadzenia aktu stanu cywilnego do SRP, co może powodować błędy i zwiększenie nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;19;true;null
22;Praca w warunkach zwiększonego stresu oraz wzrost ilościowy i jakościowy przydzielanych obowiązków wynikających ze zmian ustawowych powoduje obciążenie psychiczne pracowników, co przekłada się na poziom motywacji i skutkuje obniżeniem jakości usług;2017-12-04;2018-12-04;2017-12-04;14;19;true;null
23;Konieczność telefonicznej i osobistej obsługi interesantów w trakcie rozpatrywania spraw merytorycznych może negatywnie wpłynąć na prawidłowość i terminowość rozpatrywanych spraw oraz efektywność pracy;2017-12-04;2018-12-04;2017-12-04;14;19;true;null
24;Awaria systemu informatycznego spowoduje brak możliwości wystawienia dokumentu w określonym terminie;2017-12-04;2018-12-04;2017-12-04;14;19;true;null
25;Z powodu złego stanu technicznego sprzętu informatycznego może wystąpić awaria skutkująca utratą danych i/lub opóźnieniem wykonania czynności;2017-12-04;2018-12-04;2017-12-04;14;19;true;null
26;Absencja pracownika spowoduje wzrost obciążenia pracą pozostałych pracowników, co może skutkować wzrostem liczby pomyłek;2017-12-04;2018-12-04;2017-12-04;14;19;true;null
27;Długotrwała nieobecność pracownika może skutkować błędami i/lub przedłużeniem procedury przygotowania dokumentu;2017-12-04;2018-12-04;2017-12-04;14;19;true;null
28;Wzrost liczby spraw powyżej 15 przypadających na jednego pracownika spowoduje istotne zwiększenie liczby popełnianych błędów i/lub przekroczenie terminów;2017-12-04;2018-12-04;2017-12-04;14;19;true;null
29;Niezapewnienie przez pracodawcę warunków pracy zgodnych ze standardami (np. temperatura pomieszczeń) spowoduje spadek koncentracji, co może skutkować wzrostem liczby pomyłek;2017-12-04;2018-12-04;2017-12-04;14;19;true;null
30;Z powodu niedoskonałości Systemu Rejestrów Państwowych istnieje możliwość uzyskania niepełnych/nieaktualnych danych, co powoduje zwiększenie nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;20;true;null
31;Odmiejscowienie zadań powoduje zwiększenie liczby zdarzeń, co skutkuje utrudnieniem w określeniu przewidywanego nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;20;true;null
32;Z powodu błędu pracownika konieczność sprostowania aktu;2017-12-04;2018-12-04;2017-12-04;14;20;true;null
33;Z powodu błędnych danych lub braków danych w bazie wystawienie dokumentu obciążonego błędami;2017-12-04;2018-12-04;2017-12-04;14;20;true;null
34;Konieczność rejestracji zgonów następujących na polskich statkach wodnych i powietrznych i na misjach wojskowych powoduje zwiększenie nakładów pracy;2017-12-04;2018-12-04;2017-12-04;14;20;true;null
35;Z powodu braku przeniesienia danych pomiędzy bazą lokalną a BUSC-em konieczność ręcznego wprowadzenia aktu stanu cywilnego do SRP, co może powodować błędy i zwiększenie nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;20;true;null
36;Praca w warunkach zwiększonego stresu oraz wzrost ilościowy i jakościowy przydzielanych obowiązków wynikających ze zmian ustawowych powoduje obciążenie psychiczne pracowników, co przekłada się na poziom motywacji i skutkuje obniżeniem jakości usług;2017-12-04;2018-12-04;2017-12-04;14;20;true;null
37;Konieczność telefonicznej i osobistej obsługi interesantów w trakcie rozpatrywania spraw merytorycznych może negatywnie wpłynąć na prawidłowość i terminowość rozpatrywanych spraw oraz efektywność pracy;2017-12-04;2018-12-04;2017-12-04;14;20;true;null
38;Awaria systemu informatycznego spowoduje brak możliwości wystawienia dokumentu w określonym terminie;2017-12-04;2018-12-04;2017-12-04;14;20;true;null
39;Z powodu złego stanu technicznego sprzętu informatycznego może wystąpić awaria skutkująca utratą danych i/lub opóźnieniem wykonania czynności;2017-12-04;2018-12-04;2017-12-04;14;20;true;null
40;Absencja pracownika spowoduje wzrost obciążenia pracą pozostałych pracowników, co może skutkować wzrostem liczby pomyłek;2017-12-04;2018-12-04;2017-12-04;14;20;true;null
41;Długotrwała nieobecność pracownika może skutkować błędami i/lub przedłużeniem procedury przygotowania dokumentu;2017-12-04;2018-12-04;2017-12-04;14;20;true;null
42;Wzrost liczby spraw powyżej 15 przypadających na jednego pracownika spowoduje istotne zwiększenie liczby popełnianych błędów i/lub przekroczeniem terminów;2017-12-04;2018-12-04;2017-12-04;14;20;true;null
43;Niezapewnienie przez pracodawcę warunków pracy zgodnych ze standardami (np. temperatura pomieszczeń) spowoduje spadek koncentracji, co może skutkować wzrostem liczby pomyłek;2017-12-04;2018-12-04;2017-12-04;14;20;true;null
44;Z powodu niedoskonałości Systemu Rejestrów Państwowych istnieje możliwość uzyskania niepełnych/nieaktualnych danych, co powoduje zwiększenie nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;21;true;null
45;Odmiejscowienie zadań powoduje zwiększenie liczby zdarzeń, co skutkuje utrudnieniem w określeniu przewidywanego nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;21;true;null
46;Z powodu błędu pracownika konieczność sprostowania aktu;2017-12-04;2018-12-04;2017-12-04;14;21;true;null
47;Z powodu błędnych danych lub braków danych w bazie wystawienie dokumentu obciążonego błędami;2017-12-04;2018-12-04;2017-12-04;14;21;true;null
48;Z powodu braku przeniesienia danych pomiędzy bazą lokalną a BUSC-em konieczność ręcznego wprowadzenia aktu stanu cywilnego do SRP, co może powodować błędy i zwiększenie nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;21;true;null
49;Praca w warunkach zwiększonego stresu oraz wzrost ilościowy i jakościowy przydzielanych obowiązków, wynikających ze zmian ustawowych, powoduje obciążenie psychiczne pracowników, co przekłada się na poziom motywacji i skutkuje obniżeniem jakości usług;2017-12-04;2018-12-04;2017-12-04;14;21;true;null
50;Konieczność telefonicznej i osobistej obsługi interesantów w trakcie rozpatrywania spraw merytorycznych może negatywnie wpłynąć na prawidłowość i terminowość rozpatrywanych spraw oraz efektywność pracy;2017-12-04;2018-12-04;2017-12-04;14;21;true;null
51;Awaria systemu informatycznego spowoduje brak możliwości wystawienia dokumentu w określonym terminie;2017-12-04;2018-12-04;2017-12-04;14;21;true;null
52;Z powodu złego stanu technicznego sprzętu informatycznego może wystąpić awaria skutkująca utratą danych i/lub opóźnieniem wykonania czynności;2017-12-04;2018-12-04;2017-12-04;14;21;true;null
53;Absencja pracownika spowoduje wzrost obciążenia pracą pozostałych pracowników, co może skutkować wzrostem liczby pomyłek;2017-12-04;2018-12-04;2017-12-04;14;21;true;null
54;Długotrwała nieobecność pracownika może skutkować błędami i/lub przedłużeniem procedury przygotowania dokumentu;2017-12-04;2018-12-04;2017-12-04;14;21;true;null
55;Wzrost liczby spraw powyżej 35 przypadających na jednego pracownika spowoduje istotne zwiększenie liczby popełnianych błędów i/lub przekroczeniem terminów;2017-12-04;2018-12-04;2017-12-04;14;21;true;null
56;Niezapewnienie przez pracodawcę warunków pracy zgodnych ze standardami (np. temperatura pomieszczeń) spowoduje spadek koncentracji, co może skutkować wzrostem liczby pomyłek;2017-12-04;2018-12-04;2017-12-04;14;21;true;null
57;Odmiejscowienie zadań powoduje zwiększenie liczby zdarzeń, co skutkuje utrudnieniem w określeniu przewidywanego nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;22;true;null
58;Z powodu błędu pracownika konieczność sprostowania aktu;2017-12-04;2018-12-04;2017-12-04;14;22;true;null
59;Z powodu błędnych danych lub braków danych w bazie wystawienie dokumentu obciążonego błędami;2017-12-04;2018-12-04;2017-12-04;14;22;true;null
60;Z powodu braku przeniesienia danych pomiędzy bazą lokalną a BUSC-em konieczność ręcznego wprowadzenia aktu stanu cywilnego do SRP, co może powodować błędy i zwiększenie nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;22;true;null
61;Praca w warunkach zwiększonego stresu oraz wzrost ilościowy i jakościowy przydzielanych obowiązków, wynikających ze zmian ustawowych, powoduje obciążenie psychiczne pracowników, co przekłada się na poziom motywacji i skutkuje obniżeniem jakości usług;2017-12-04;2018-12-04;2017-12-04;14;22;true;null
62;Konieczność telefonicznej i osobistej obsługi interesantów w trakcie rozpatrywania spraw merytorycznych może negatywnie wpłynąć na prawidłowość i terminowość rozpatrywanych spraw oraz efektywność pracy;2017-12-04;2018-12-04;2017-12-04;14;22;true;null
63;Awaria systemu informatycznego spowoduje brak możliwości wystawienia dokumentu w określonym terminie;2017-12-04;2018-12-04;2017-12-04;14;22;true;null
64;Z powodu złego stanu technicznego sprzętu informatycznego może wystąpić awaria skutkująca utratą danych i/lub opóźnieniem wykonania czynności;2017-12-04;2018-12-04;2017-12-04;14;22;true;null
65;Absencja pracownika spowoduje wzrost obciążenia pracą pozostałych pracowników, co może skutkować wzrostem liczby pomyłek;2017-12-04;2018-12-04;2017-12-04;14;22;true;null
66;Długotrwała nieobecność pracownika może skutkować błędami i/lub przedłużeniem procedury przygotowania dokumentu i przekroczenie terminów;2017-12-04;2018-12-04;2017-12-04;14;22;true;null
67;Niezapewnienie przez pracodawcę warunków pracy zgodnych ze standardami (np. temperatura pomieszczeń) spowoduje spadek koncentracji, co może skutkować wzrostem liczby pomyłek;2017-12-04;2018-12-04;2017-12-04;14;22;true;null
68;Wzrost liczby spraw powyżej 40 przypadających na jednego pracownika spowoduje istotne zwiększenie liczby popełnianych błędów i/lub przekroczeniem terminów;2017-12-04;2018-12-04;2017-12-04;14;22;true;null
69;Spóźnienia narzeczonych/świadków na ceremonię powodują przesunięcia w prowadzeniu kolejnych ceremonii i utratą reputacji;2017-12-04;2018-12-04;2017-12-04;14;23;true;null
70;Brak dokumentów narzeczonych/świadków na ceremonii powoduje przesunięcia czasowe w prowadzeniu kolejnych ceremonii i utratę reputacji;2017-12-04;2018-12-04;2017-12-04;14;23;true;null
71;Niewłaściwe przygotowanie miejsca ceremonii niezgodne z warunkami określonymi w ustawie prawo o aktach stanu cywilnego spowoduje odmowę przeprowadzenia ceremonii;2017-12-04;2018-12-04;2017-12-04;14;23;true;null
72;Ewentualne niezawinione spóźnienie kierownika na ceremonię może skutkować utratą reputacji;2017-12-04;2018-12-04;2017-12-04;14;23;true;null
73;Zagrożenie zdrowia i życia pracownika w wyniku wypadku w trakcie wykonywania czynności służbowych poza miejscem pracy;2017-12-04;2018-12-04;2017-12-04;14;23;true;null
74;Absencja pracownika spowoduje wzrost obciążenia pracą pozostałych pracowników, co może skutkować wzrostem liczby pomyłek;2017-12-04;2018-12-04;2017-12-04;14;23;true;null
75;Długotrwała nieobecność pracownika może skutkować błędami i/lub przedłużeniem procedury przygotowania umów i w konsekwencji przesunięciem terminu realizacji zadania;2017-12-04;2018-12-04;2017-12-04;14;23;true;null
76;Awaria systemu informatycznego spowoduje brak możliwości wystawienia dokumentu w określonym terminie;2017-12-04;2018-12-04;2017-12-04;14;23;true;null
77;Z powodu złego stanu technicznego sprzętu informatycznego może wystąpić awaria skutkująca utratą danych i/lub opóźnieniem wykonania czynności;2017-12-04;2018-12-04;2017-12-04;14;23;true;null
78;Z powodu niedoskonałości Systemu Rejestrów Państwowych istnieje możliwość uzyskania niepełnych/nieaktualnych danych, co powoduje zwiększenie nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;24;true;null
79;Odmiejscowienie zadań powoduje zwiększenie liczby zdarzeń, co skutkuje utrudnieniem w określeniu przewidywanego nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;24;true;null
80;Z powodu błędu pracownika konieczność sprostowania aktu ;2017-12-04;2018-12-04;2017-12-04;14;24;true;null
81;Z powodu błędnych danych lub braków danych w bazie wystawienie dokumentu obciążonego błędami;2017-12-04;2018-12-04;2017-12-04;14;24;true;null
82;Konieczność rejestracji zgonów następujących na polskich statkach wodnych i powietrznych i na misjach wojskowych powoduje zwiększenie nakładów pracy;2017-12-04;2018-12-04;2017-12-04;14;24;true;null
83;Z powodu braku przeniesienia danych pomiędzy bazą lokalną a BUSC-em konieczność ręcznego wprowadzenia aktu stanu cywilnego do SRP, co może powodować błędy i zwiększenie nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;24;true;null
84;Niewykrycie fałszerstwa dokumentów przed sporządzeniem polskiego aktu  stanu cywilnego skutkuje koniecznością unieważnienia aktu przez sąd;2017-12-04;2018-12-04;2017-12-04;14;24;true;null
85;Praca w warunkach zwiększonego stresu oraz wzrost ilościowy i jakościowy przydzielanych obowiązków wynikających ze zmian ustawowych powoduje obciążenie psychiczne pracowników, co przekłada się na poziom motywacji i skutkuje obniżeniem jakości usług;2017-12-04;2018-12-04;2017-12-04;14;24;true;null
86;Konieczność telefonicznej i osobistej obsługi interesantów w trakcie rozpatrywania spraw merytorycznych może negatywnie wpłynąć na prawidłowość i terminowość rozpatrywanych spraw oraz efektywność pracy;2017-12-04;2018-12-04;2017-12-04;14;24;true;null
87;Awaria systemu informatycznego spowoduje brak możliwości wystawienia dokumentu w określonym terminie;2017-12-04;2018-12-04;2017-12-04;14;24;true;null
88;Z powodu złego stanu technicznego sprzętu informatycznego może wystąpić awaria skutkująca utratą danych i/lub opóźnieniem wykonania czynności;2017-12-04;2018-12-04;2017-12-04;14;24;true;null
89;Absencja pracownika spowoduje wzrost obciążenia pracą pozostałych pracowników, co może skutkować wzrostem liczby pomyłek;2017-12-04;2018-12-04;2017-12-04;14;24;true;null
90;Długotrwała nieobecność pracownika może skutkować błędami i/lub przedłużeniem procedury przygotowania dokumentu;2017-12-04;2018-12-04;2017-12-04;14;24;true;null
91;Wzrost liczby spraw powyżej 10 przypadających na jednego pracownika spowoduje istotne zwiększenie liczby popełnianych błędów i/lub przekroczeniem terminów;2017-12-04;2018-12-04;2017-12-04;14;24;true;null
92;Niezapewnienie przez pracodawcę warunków pracy zgodnych ze standardami (np. temperatura pomieszczeń) spowoduje spadek koncentracji, co może skutkować wzrostem liczby pomyłek;2017-12-04;2018-12-04;2017-12-04;14;24;true;null
93;Z powodu niedoskonałości Systemu Rejestrów Państwowych istnieje możliwość uzyskania niepełnych/nieaktualnych danych, co powoduje zwiększenie nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;25;true;null
94;Odmiejscowienie zadań powoduje zwiększenie liczby zdarzeń, co skutkuje utrudnieniem w określeniu przewidywanego nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;25;true;null
95;Z powodu błędu pracownika konieczność sprostowania aktu ;2017-12-04;2018-12-04;2017-12-04;14;25;true;null
96;Z powodu błędnych danych lub braków danych w bazie wystawienie dokumentu obciążonego błędami;2017-12-04;2018-12-04;2017-12-04;14;25;true;null
97;Z powodu braku przeniesienia danych pomiędzy bazą lokalną a BUSC-em konieczność ręcznego wprowadzenia aktu stanu cywilnego do SRP, co może powodować błędy i zwiększenie nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;25;true;null
98;Praca w warunkach zwiększonego stresu oraz wzrost ilościowy i jakościowy przydzielanych obowiązków, wynikających ze zmian ustawowych, powoduje obciążenie psychiczne pracowników, co przekłada się na poziom motywacji i skutkuje obniżeniem jakości usług;2017-12-04;2018-12-04;2017-12-04;14;25;true;null
99;Konieczność telefonicznej i osobistej obsługi interesantów w trakcie rozpatrywania spraw merytorycznych może negatywnie wpłynąć na prawidłowość i terminowość rozpatrywanych spraw oraz efektywność pracy;2017-12-04;2018-12-04;2017-12-04;14;25;true;null
100;Awaria systemu informatycznego spowoduje brak możliwości wystawienia dokumentu w określonym terminie;2017-12-04;2018-12-04;2017-12-04;14;25;true;null
101;Z powodu złego stanu technicznego sprzętu informatycznego może wystąpić awaria skutkująca utratą danych i/lub opóźnieniem wykonania czynności;2017-12-04;2018-12-04;2017-12-04;14;25;true;null
102;Absencja pracownika spowoduje wzrost obciążenia pracą pozostałych pracowników, co może skutkować wzrostem liczby pomyłek;2017-12-04;2018-12-04;2017-12-04;14;25;true;null
103;Długotrwała nieobecność pracownika może skutkować błędami i/lub przedłużeniem procedury przygotowania dokumentu;2017-12-04;2018-12-04;2017-12-04;14;25;true;null
104;Niezapewnienie przez pracodawcę warunków pracy zgodnych ze standardami (np. temperatura pomieszczeń) spowoduje spadek koncentracji, co może skutkować wzrostem liczby pomyłek;2017-12-04;2018-12-04;2017-12-04;14;25;true;null
105;Wzrost liczby spraw powyżej 10 przypadających na jednego pracownika spowoduje istotne zwiększenie liczby popełnianych błędów i/lub przekroczeniem terminów;2017-12-04;2018-12-04;2017-12-04;14;25;true;null
106;Z powodu niedoskonałości Systemu Rejestrów Państwowych istnieje możliwość uzyskania niepełnych/nieaktualnych danych, co powoduje zwiększenie nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;26;true;null
107;Odmiejscowienie zadań powoduje zwiększenie liczby zdarzeń, co skutkuje utrudnieniem w określeniu przewidywanego nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;26;true;null
108;Z powodu błędu pracownika  wystawienie dokumentu obciążonego błędami;2017-12-04;2018-12-04;2017-12-04;14;26;true;null
109;Z powodu braku przeniesienia danych pomiędzy bazą lokalną a BUSC-em konieczność ręcznego wprowadzenia aktu stanu cywilnego do SRP, co może powodować błędy i zwiększenie nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;26;true;null
110;Praca w warunkach zwiększonego stresu oraz wzrost ilościowy i jakościowy przydzielanych obowiązków wynikających ze zmian ustawowych powoduje obciążenie psychiczne pracowników, co przekłada się na poziom motywacji i skutkuje obniżeniem jakości usług;2017-12-04;2018-12-04;2017-12-04;14;26;true;null
111;Konieczność telefonicznej i osobistej obsługi interesantów w trakcie rozpatrywania spraw merytorycznych może negatywnie wpłynąć na prawidłowość i terminowość rozpatrywanych spraw oraz efektywność pracy;2017-12-04;2018-12-04;2017-12-04;14;26;true;null
112;Awaria systemu informatycznego spowoduje brak możliwości wystawienia dokumentu w określonym terminie;2017-12-04;2018-12-04;2017-12-04;14;26;true;null
113;Z powodu złego stanu technicznego sprzętu informatycznego może wystąpić awaria skutkująca utratą danych i/lub opóźnieniem wykonania czynności;2017-12-04;2018-12-04;2017-12-04;14;26;true;null
114;Absencja pracownika spowoduje wzrost obciążenia pracą pozostałych pracowników, co może skutkować wzrostem liczby pomyłek;2017-12-04;2018-12-04;2017-12-04;14;26;true;null
115;Długotrwała nieobecność pracownika może skutkować błędami i/lub przedłużeniem procedury przygotowania dokumentu;2017-12-04;2018-12-04;2017-12-04;14;26;true;null
116;Wzrost liczby spraw powyżej 15 przypadających na jednego pracownika spowoduje istotne zwiększenie liczby popełnianych błędów i/lub przekroczeniem terminów;2017-12-04;2018-12-04;2017-12-04;14;26;true;null
117;Niezapewnienie przez pracodawcę warunków pracy zgodnych ze standardami (np. temperatura pomieszczeń) spowoduje spadek koncentracji, co może skutkować wzrostem liczby pomyłek;2017-12-04;2018-12-04;2017-12-04;14;26;true;null
118;Z powodu trudności w wewnętrznym przepływie informacji oraz błędów w dokumentacji, może nastąpić wydłużenie czasu trwania postępowania, co skutkuje utratą wizerunku Urzędu ;2017-12-04;2018-12-04;2017-12-04;14;27;true;null
119;Wzrost liczby spraw powyżej X* przypadających na jednego pracownika spowoduje istotne zwiększenie liczby popełnianych błędów i/lub przekroczenie terminów ;2017-12-04;2018-12-04;2017-12-04;14;27;true;null
120;Z powodu błędu pracownika może zostać udzielona nieprawidłowa informacja, co może skutkować zwiększeniem nakładu pracy oraz skutkuje utratą wizerunku Urzędu ;2017-12-04;2018-12-04;2017-12-04;14;27;true;null
121;Z powodu awarii sieci internetowej może wystąpić utrata danych i/lub opóźnienie sporządzenia dokumentów zgodnie z ustawowymi terminami ;2017-12-04;2018-12-04;2017-12-04;14;27;true;null
122;Z powodu awarii sprzętu biurowego może wystąpić opóźnienie w przygotowywaniu dokumentów i rozpatrywaniu spraw;2017-12-04;2018-12-04;2017-12-04;14;27;true;null
123;Absencja pracownika merytorycznego spowoduje wzrost obciążenia pracą pozostałych pracowników, co może skutkować pomyłkami bądź niezrealizowaniem zadania w określonym procedurą terminie;2017-12-04;2018-12-04;2017-12-04;14;27;true;null
124;Z powodu awarii systemu informatycznego brak możliwości przekazania dokumentu drogą elektroniczną za pomocą systemu EPUAP, co skutkować może przekroczeniem terminu udostępnienia informacji;2017-12-04;2018-12-04;2017-12-04;14;27;true;null
125;Awaria sprzętu pomiarowego spowoduje nie wykonanie pomiarów hałasu, co skutkuje wydłużeniem realizacji wniosków i zwiększeniem nakładów pracy;2017-12-04;2018-12-04;2017-12-04;14;28;true;null
126;Niesprzyjające warunki meteorologiczne spowodują przesunięcie terminu lub niewykonanie pomiarów w danym roku;2017-12-04;2018-12-04;2017-12-04;14;28;true;null
127;Z powodu awarii sieci internetowej może wystąpić utrata danych i/lub opóźnienie sporządzenia dokumentów zgodnie z ustawowymi terminami ;2017-12-04;2018-12-04;2017-12-04;14;28;true;null
128;Z powodu awarii sprzętu biurowego może wystąpić opóźnienie w przygotowywaniu dokumentów i rozpatrywaniu spraw;2017-12-04;2018-12-04;2017-12-04;14;28;true;null
129;Absencja pracownika merytorycznego spowoduje wzrost obciążenia pracą pozostałych pracowników, co może skutkować pomyłkami bądź niezrealizowaniem zadania w określonym procedurą terminie;2017-12-04;2018-12-04;2017-12-04;14;28;true;null
130;Wzrost liczby spraw powyżej X* przypadających na jednego pracownika spowoduje istotne zwiększenie liczby popełnianych błędów i/lub przekroczenie terminów ;2017-12-04;2018-12-04;2017-12-04;14;28;true;null
131;Absencja pracownika spowoduje wzrost obciążenia pracą pozostałych pracowników, co może skutkować wzrostem liczby pomyłek i nieterminową realizacją zadań;2017-12-04;2018-12-04;2017-12-04;14;29;true;null
132;Z powodu awarii sieci internetowej może wystąpić utrata danych i/lub opóźnienie sporządzenia dokumentów zgodnie z ustawowymi terminami ;2017-12-04;2018-12-04;2017-12-04;14;29;true;null
133;Z powodu awarii sprzętu biurowego może wystąpić opóźnienie w przygotowywaniu dokumentów i rozpatrywaniu spraw;2017-12-04;2018-12-04;2017-12-04;14;29;true;null
134;Wzrost liczby spraw powyżej X* przypadających na jednego pracownika spowoduje istotne zwiększenie liczby popełnianych błędów i/lub przekroczenie terminów ;2017-12-04;2018-12-04;2017-12-04;14;29;true;null
135;Brak ofert lub znikoma liczba podmiotów gotowych podjąć się realizacji zadania skutkujące brakiem rozstrzygnięcia konkursu/ przetargu;2017-12-04;2018-12-04;2017-12-04;14;30;true;null
136;Brak ofert spełniających wymogi i standardy programów profilaktycznych, skutkuje koniecznością ponownego ogłoszenia konkursu;2017-12-04;2018-12-04;2017-12-04;14;30;true;null
137;Wyłonienie w przetargu nierzetelnego wykonawcy może skutkować niewłaściwą realizacją;2017-12-04;2018-12-04;2017-12-04;14;30;true;null
138;Nierzetelność wykonawców może skutkować wypowiedzeniem umowy i koniecznością wyboru kolejnego, co wydłuży realizację;2017-12-04;2018-12-04;2017-12-04;14;30;true;null
139;Z powodu zmiany przepisów może wystąpić konieczność sporządzenia dodatkowych ekspertyz i analiz, co spowoduje wydłużenie procedury;2017-12-04;2018-12-04;2017-12-04;14;30;true;null
140;Odstąpienie zamawiającego od realizacji umowy z winy leżącej po stronie wykonawcy skutkujące koniecznością udzielenia następnego zamówienia i brakiem możliwości realizacji zadania w wymaganym terminie;2017-12-04;2018-12-04;2017-12-04;14;30;true;null
141;Długotrwały proces pozyskiwania opinii organów spowoduje przekroczenie terminu realizacji zadania;2017-12-04;2018-12-04;2017-12-04;14;30;true;null
142;Nieuchwalenie Programu przez Radę m.st. Warszawy będzie skutkowało naruszeniem przepisów i brakiem działań naprawczych;2017-12-04;2018-12-04;2017-12-04;14;30;true;null
143;Trudności w wewnętrznym przepływie dokumentacji oraz brak pełnej dokumentacji powoduje konieczność jej uzupełnienia, co może skutkować brakiem możliwości zajęcia jednoznacznego stanowiska w sprawie;2017-12-04;2018-12-04;2017-12-04;14;30;true;null
144;Przekroczenie terminu któregoś z etapów z winy Wykonawcy spowoduje konieczność przełożenia zaplanowanego terminu konsultacji;2017-12-04;2018-12-04;2017-12-04;14;30;true;null
